* Measurement data measured by REW V5.20.9
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3
* Dated: 3.10.2022 18:01:27
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3
* Measurement: TR-X00 PH Right AVG Tiukka
* Smoothing: 1/48 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz)	SPL(dB)
373.535185	83.365
373.901396	83.369
374.267607	83.374
374.633818	83.378
375.000029	83.382
375.366240	83.387
375.732451	83.392
376.098662	83.396
376.464873	83.401
376.831084	83.406
377.197295	83.411
377.563506	83.416
377.929717	83.422
378.295928	83.427
378.662139	83.432
379.028350	83.437
379.394560	83.443
379.760771	83.448
380.126982	83.454
380.493193	83.459
380.859404	83.465
381.225615	83.470
381.591826	83.476
381.958037	83.481
382.324248	83.487
382.690459	83.493
383.056670	83.498
383.422881	83.504
383.789092	83.510
384.155303	83.516
384.521514	83.521
384.887725	83.527
385.253936	83.533
385.620147	83.539
385.986358	83.545
386.352569	83.551
386.718780	83.556
387.084991	83.562
387.451202	83.568
387.817413	83.574
388.183624	83.579
388.549835	83.585
388.916046	83.591
389.282257	83.596
389.648468	83.602
390.014679	83.607
390.380890	83.612
390.747100	83.618
391.113311	83.623
391.479522	83.628
391.845733	83.633
392.211944	83.638
392.578155	83.643
392.944366	83.647
393.310577	83.652
393.676788	83.657
394.042999	83.661
394.409210	83.665
394.775421	83.669
395.141632	83.673
395.507843	83.677
395.874054	83.681
396.240265	83.685
396.606476	83.688
396.972687	83.691
397.338898	83.695
397.705109	83.697
398.071320	83.700
398.437531	83.703
398.803742	83.706
399.169953	83.708
399.536164	83.710
399.902375	83.713
400.268586	83.715
400.634797	83.717
401.001008	83.719
401.367219	83.721
401.733429	83.723
402.099640	83.725
402.465851	83.727
402.832062	83.730
403.198273	83.732
403.564484	83.735
403.930695	83.737
404.296906	83.740
404.663117	83.744
405.029328	83.747
405.395539	83.751
405.761750	83.755
406.127961	83.760
406.494172	83.764
406.860383	83.769
407.226594	83.774
407.592805	83.780
407.959016	83.786
408.325227	83.792
408.691438	83.798
409.057649	83.805
409.423860	83.812
409.790071	83.819
410.156282	83.826
410.522493	83.834
410.888704	83.841
411.254915	83.849
411.621126	83.857
411.987337	83.865
412.353548	83.873
412.719759	83.881
413.085969	83.889
413.452180	83.897
413.818391	83.904
414.184602	83.912
414.550813	83.919
414.917024	83.926
415.283235	83.932
415.649446	83.939
416.015657	83.945
416.381868	83.951
416.748079	83.957
417.114290	83.963
417.480501	83.968
417.846712	83.974
418.212923	83.979
418.579134	83.984
418.945345	83.990
419.311556	83.995
419.677767	83.999
420.043978	84.004
420.410189	84.009
420.776400	84.013
421.142611	84.018
421.508822	84.022
421.875033	84.026
422.241244	84.030
422.607455	84.034
422.973666	84.038
423.339877	84.042
423.706088	84.045
424.072298	84.048
424.438509	84.051
424.804720	84.054
425.170931	84.057
425.537142	84.060
425.903353	84.062
426.269564	84.065
426.635775	84.067
427.001986	84.069
427.368197	84.071
427.734408	84.073
428.100619	84.074
428.466830	84.075
428.833041	84.077
429.199252	84.078
429.565463	84.079
429.931674	84.079
430.297885	84.080
430.664096	84.080
431.030307	84.081
431.396518	84.081
431.762729	84.081
432.128940	84.081
432.495151	84.081
432.861362	84.081
433.227573	84.080
433.593784	84.080
433.959995	84.079
434.326206	84.079
434.692417	84.078
435.058628	84.078
435.424838	84.077
435.791049	84.077
436.157260	84.076
436.523471	84.076
436.889682	84.075
437.255893	84.075
437.622104	84.074
437.988315	84.074
438.354526	84.073
438.720737	84.073
439.086948	84.072
439.453159	84.072
439.819370	84.071
440.185581	84.070
440.551792	84.070
440.918003	84.069
441.284214	84.069
441.650425	84.068
442.016636	84.067
442.382847	84.067
442.749058	84.066
443.115269	84.065
443.481480	84.065
443.847691	84.064
444.213902	84.064
444.580113	84.063
444.946324	84.063
445.312535	84.062
445.678746	84.062
446.044957	84.061
446.411168	84.061
446.777378	84.061
447.143589	84.061
447.509800	84.060
447.876011	84.060
448.242222	84.060
448.608433	84.060
448.974644	84.060
449.340855	84.060
449.707066	84.060
450.073277	84.060
450.439488	84.060
450.805699	84.059
451.171910	84.059
451.538121	84.059
451.904332	84.058
452.270543	84.058
452.636754	84.057
453.002965	84.057
453.369176	84.056
